record_id,object_id,longitude,latitude,elevation,condition,year_inspected,status_code,study_area
ADA_CurbRampPt_25596,25596,-77.00064416409028,38.883315121575706,-11.13300000000163,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_26812,26812,-76.99143875768962,38.88767073248334,-6.984400000001187,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_27681,27681,-76.99381626848489,38.887527415045085,-6.381599999993341,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_32019,32019,-76.99161297226743,38.89206898226589,-5.233099999997648,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_7803,7803,-76.99942152721773,38.888639738200055,-7.446800000005169,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_8198,8198,-77.01224247889041,38.873043529433374,-27.98519999999553,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_8200,8200,-76.99835383905724,38.88765330241872,-7.881599999993341,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_9466,9466,-77.01492968631644,38.8813483988936,-28.387400000006892,Missing,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_12135,12135,-77.00344571629584,38.88192144963877,-16.918799999999464,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_13994,13994,-76.99369563341271,38.888607824974834,-6.063999999998487,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_14345,14345,-76.99368058808355,38.88268461042921,-10.097999999998137,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_16513,16513,-76.99961027392658,38.89474277066115,-10.032800000000861,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_19864,19864,-77.0105778834377,38.87472427157357,-24.794699999998556,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_21409,21409,-76.99146532952682,38.894856558775345,-4.819900000002235,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_22233,22233,-76.99014234429353,38.885536428453804,-7.853700000006938,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_28397,28397,-77.00362520470689,38.885018648225596,-11.910999999992782,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_34431,34431,-76.99942083376978,38.87846802674341,-23.40810000000056,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_4658,4658,-76.99942550130132,38.88765968151158,-8.307499999995343,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_5618,5618,-76.99507801620456,38.87935582965925,-13.55229999999574,Non-Compliant,2016,1,navy_yard_capitol_riverfront
ADA_CurbRampPt_8392,8392,-76.9938236529943,38.89115385304683,-7.812300000005052,Non-Compliant,2016,1,navy_yard_capitol_riverfront
